"","n_pokoj","metrarz","cena_m2","rok","dzielnica"
"14648",4,132,13636,1991,"Krzyki"
"14649",4,92.8,7974,1997,"Śródmieście"
"14650",3,73,6836,NA,"Krzyki"
"14651",3,68.5,4803,NA,"Fabryczna"
"14652",3,68.5,4803,NA,"Fabryczna"
"14653",3,69,10072,1900,"Stare Miasto"
"14654",3,67,8209,1930,"Stare Miasto"
"14655",3,92,6739,1903,"Stare Miasto"
"14656",4,88.52,9602,2007,"Krzyki"
"14657",3,101.4,8373,2000,"Krzyki"
"14658",2,68,6691,NA,"Śródmieście"
"14659",3,68,4691,1918,"Fabryczna"
"14660",2,48.01,9894,2008,"Krzyki"
"14661",3,112,7054,2014,"Psie Pole"
"14662",3,75.48,5750,NA,"Krzyki"
"14663",2,52.08,7488,2006,"Krzyki"
"14664",3,66,7879,2010,"Śródmieście"
"14665",3,66,7879,2010,"Stare Miasto"
"14666",3,82,6085,2008,"Fabryczna"
"14667",4,87.71,5587,1960,"Stare Miasto"
"14668",2,70,5143,1991,"Krzyki"
"14669",2,50,5780,1998,"Psie Pole"
"14670",3,80,6875,2001,"Fabryczna"
"14671",3,106,5000,NA,"Krzyki"
"14672",3,72,5972,2006,"Krzyki"
"14673",3,89,7742,2000,"Fabryczna"
"14674",3,81.24,7632,1961,"Fabryczna"
"14675",2,48,7708,2004,"Śródmieście"
"14676",3,101.4,8373,1999,"Krzyki"
"14677",3,75,5267,NA,"Fabryczna"
"14678",4,70.8,5438,NA,"Fabryczna"
"14679",2,52.08,7488,2006,"Krzyki"
"14680",2,45.77,6200,2016,"Krzyki"
"14681",1,38.91,7170,1997,"Stare Miasto"
"14682",3,63,5794,1950,"Stare Miasto"
"14683",3,86.8,6797,NA,"Krzyki"
"14684",4,125,5440,NA,"Krzyki"
"14685",3,71.4,5308,NA,"Fabryczna"
"14686",5,110,7718,2001,"Psie Pole"
"14687",4,106,5189,NA,"Fabryczna"
"14688",3,100,6500,NA,"Śródmieście"
"14689",3,71.38,11460,2011,"Stare Miasto"
"14690",2,51.7,4429,NA,NA
"14691",2,53.2,5244,NA,"Fabryczna"
"14692",2,53.2,5244,NA,"Fabryczna"
"14693",2,42.49,6900,NA,"Krzyki"
"14694",2,42.5,6900,NA,"Krzyki"
"14695",2,42.49,6900,NA,"Krzyki"
"14696",2,42.49,6900,NA,"Krzyki"
"14697",2,78.45,6400,NA,"Krzyki"
"14698",3,68.53,6144,NA,"Krzyki"
"14699",1,53.02,6400,NA,"Krzyki"
"14700",2,73.06,6400,NA,"Krzyki"
"14701",3,68.54,6144,NA,"Krzyki"
"14702",1,53.02,6400,NA,"Krzyki"
"14703",3,48.75,6500,NA,"Krzyki"
"14704",3,59.88,6500,NA,"Krzyki"
"14705",2,44.04,6600,NA,"Krzyki"
"14706",2,43.77,6600,NA,"Krzyki"
"14707",3,52.2,6300,NA,"Krzyki"
"14708",2,43.78,6600,NA,"Krzyki"
"14709",2,44.05,6600,NA,"Krzyki"
"14710",3,48.75,6500,NA,"Krzyki"
"14711",3,59.88,6500,NA,"Krzyki"
"14712",2,44.04,6600,NA,"Krzyki"
"14713",2,43.77,6600,NA,"Krzyki"
"14714",3,52.2,6500,NA,"Krzyki"
"14715",2,43.78,6600,NA,"Krzyki"
"14716",2,47.48,6600,NA,"Krzyki"
"14717",2,43.63,6600,NA,"Krzyki"
"14718",3,48.75,6400,NA,"Krzyki"
"14719",3,59.88,6400,NA,"Krzyki"
"14720",2,44.08,6500,NA,"Krzyki"
"14721",2,43.8,6500,NA,"Krzyki"
"14722",2,44.08,6500,NA,"Krzyki"
"14723",3,48.75,6400,NA,"Krzyki"
"14724",3,59.88,6400,NA,"Krzyki"
"14725",2,44.08,6300,NA,"Krzyki"
"14726",2,43.8,6300,NA,"Krzyki"
"14727",3,52.27,6400,NA,"Krzyki"
"14728",2,43.81,6500,NA,"Krzyki"
"14729",2,47.52,6500,NA,"Krzyki"
"14730",3,63.55,6300,NA,"Krzyki"
"14731",2,45.73,6450,NA,"Krzyki"
"14732",3,49.8,6300,NA,"Krzyki"
"14733",2,44.08,6400,NA,"Krzyki"
"14734",2,43.8,6400,NA,"Krzyki"
"14735",3,52.27,6300,NA,"Krzyki"
"14736",3,49.8,6300,NA,"Krzyki"
"14737",2,44.08,6400,NA,"Krzyki"
"14738",2,43.8,6400,NA,"Krzyki"
"14739",3,52.27,6300,NA,"Krzyki"
"14740",3,52.27,6300,NA,"Krzyki"
"14741",2,43.81,6400,NA,"Krzyki"
"14742",2,47.52,6400,NA,"Krzyki"
"14743",4,75.36,5856,NA,"Krzyki"
"14744",2,43.83,6300,NA,"Krzyki"
"14745",3,52.27,6200,NA,"Krzyki"
"14746",2,44.14,6300,NA,"Krzyki"
"14747",4,75.36,5856,NA,"Krzyki"
"14748",2,44.08,6300,NA,"Krzyki"
"14749",2,43.83,6048,NA,"Krzyki"
"14750",3,52.27,6200,NA,"Krzyki"
"14751",2,43.84,6300,NA,"Krzyki"
"14752",2,47.58,6300,NA,"Krzyki"
"14753",2,43.74,6300,NA,"Krzyki"
"14754",4,83.92,5952,NA,"Krzyki"
"14755",2,67,14179,1910,"Stare Miasto"
"14756",2,44,5568,1980,"Stare Miasto"
"14757",2,62.6,5431,1994,"Krzyki"
"14758",2,50,5180,1978,"Fabryczna"
"14759",3,68,4706,1920,"Krzyki"
"14760",3,55,5709,2017,"Fabryczna"
"14761",2,54,5815,2017,"Fabryczna"
"14762",2,50,5800,2017,"Fabryczna"
"14763",2,47,5766,2017,"Fabryczna"
"14764",2,46,5826,2017,"Fabryczna"
"14765",2,39,6103,2017,"Fabryczna"
"14766",2,40,5863,2017,"Fabryczna"
"14767",2,39,6000,2017,"Fabryczna"
"14768",2,39,6000,2017,"Fabryczna"
"14769",2,40,5825,2017,"Fabryczna"
"14770",4,106,5226,2017,"Fabryczna"
"14771",4,85,5671,2017,"Fabryczna"
"14772",3,61,5541,2017,"Fabryczna"
"14773",2,40,5825,2017,"Fabryczna"
"14774",2,47,5574,2017,"Fabryczna"
"14775",3,60,5950,2017,"Krzyki"
"14776",3,59,5966,2017,"Krzyki"
"14777",3,54,6074,2017,"Krzyki"
"14778",3,54,5907,2017,"Krzyki"
"14779",2,51,5837,2017,"Krzyki"
"14780",2,46,6287,2017,"Krzyki"
"14781",2,54,9241,2000,"Stare Miasto"
"14782",1,35,5686,2001,"Psie Pole"
"14783",4,93.97,6450,2015,"Krzyki"
"14784",4,94.33,6450,2015,"Krzyki"
"14785",4,93.73,6450,2015,"Krzyki"
"14786",4,94.2,6450,2015,"Krzyki"
"14787",4,94.36,6450,2015,"Krzyki"
"14788",1,26.5,7509,2001,"Fabryczna"
"14789",5,160,5625,1935,"Fabryczna"
"14790",4,72.2,4363,NA,"Psie Pole"
"14791",3,96,5417,NA,"Śródmieście"
"14792",3,53.64,12864,NA,"Stare Miasto"
"14793",3,95,6305,2004,"Krzyki"
"14794",2,48,7292,2011,"Krzyki"
"14795",2,54,4685,1980,"Krzyki"
"14796",5,126.17,5540,1996,"Krzyki"
"14797",2,35.94,6800,2015,"Stare Miasto"
"14798",2,119.09,6046,2008,"Fabryczna"
"14799",3,81.2,8374,2011,"Stare Miasto"
"14800",3,75,6267,2006,"Krzyki"
"14801",3,100,5300,1910,"Krzyki"
"14802",3,97,6000,2005,"Krzyki"
"14803",3,69,5203,1980,"Fabryczna"
"14804",3,67,5955,1996,"Krzyki"
"14805",3,69,3899,1930,"Krzyki"
"14806",3,71.5,6559,2008,"Krzyki"
"14807",3,54,5741,1970,"Krzyki"
"14808",2,43,8372,2011,"Krzyki"
"14809",4,90,6656,1970,"Stare Miasto"
"14810",3,84.96,5297,1962,"Krzyki"
"14811",4,86.78,10371,2010,"Krzyki"
"14812",3,102,12059,2009,"Śródmieście"
"14813",4,73.19,5259,NA,"Fabryczna"
"14814",4,73.1,5259,NA,"Fabryczna"
"14815",3,61.49,5372,NA,"Fabryczna"
"14816",2,40.49,5500,NA,"Fabryczna"
"14817",3,65.38,5259,NA,"Fabryczna"
"14818",4,106.27,4620,NA,"Fabryczna"
"14819",2,36.81,5500,NA,"Fabryczna"
"14820",4,65.54,5259,NA,"Fabryczna"
"14821",4,63.87,5500,NA,"Fabryczna"
"14822",2,55.56,5022,NA,"Krzyki"
"14823",4,64.15,5372,NA,"Fabryczna"
"14824",4,64.07,5372,NA,"Fabryczna"
"14825",4,64.5,5372,NA,"Fabryczna"
"14826",4,64.5,5500,NA,"Fabryczna"
"14827",2,37.3,8311,1930,"Krzyki"
"14828",3,84.55,5074,1910,"Stare Miasto"
"14829",3,99.98,4901,1930,"Psie Pole"
"14830",2,53.13,6776,2009,"Psie Pole"
"14831",4,77,8442,2000,"Stare Miasto"
"14832",2,41.94,8142,NA,"Fabryczna"
"14833",2,61.28,7362,NA,"Fabryczna"
"14834",1,38.09,6720,NA,"Fabryczna"
"14835",3,56.73,7038,NA,"Fabryczna"
"14836",3,56.73,7038,NA,"Fabryczna"
"14837",3,57.68,5700,NA,"Fabryczna"
"14838",1,38.09,6860,NA,"Fabryczna"
"14839",3,147,6796,2005,"Psie Pole"
"14840",3,84,5107,NA,"Krzyki"
"14841",3,84.55,5074,1910,"Krzyki"
"14842",3,98,11224,2007,"Stare Miasto"
"14843",3,75,5066,NA,"Krzyki"
"14844",4,72,4569,1982,"Psie Pole"
"14845",2,30,7300,2000,"Krzyki"
"14846",3,68.4,7164,2012,"Krzyki"
"14847",3,51,5588,1989,"Psie Pole"
"14848",2,51.9,5376,2007,"Fabryczna"
"14849",2,37,7027,1960,"Stare Miasto"
"14850",2,57.14,5425,1980,"Śródmieście"
"14851",3,37,7568,NA,"Fabryczna"
"14852",2,32,6094,NA,"Fabryczna"
"14853",3,82,4256,NA,"Fabryczna"
"14854",3,73,5205,1994,"Psie Pole"
"14855",2,68,3353,1928,"Fabryczna"
"14856",3,67.2,7887,2009,"Krzyki"
"14857",2,38,5237,2000,"Psie Pole"
"14858",4,85,4224,2000,"Psie Pole"
"14859",2,28,5964,1980,"Psie Pole"
"14860",2,48,5104,NA,"Krzyki"
"14861",3,55,6182,1990,"Krzyki"
"14862",3,53,6792,2005,"Fabryczna"
"14863",3,64,4828,1990,"Krzyki"
"14864",3,64,4500,1985,NA
"14865",2,54,4593,1982,NA
"14866",4,104,4606,1993,"Krzyki"
"14867",5,264,5303,1905,"Śródmieście"
"14868",3,70.88,5605,2012,"Krzyki"
"14869",4,100.64,5018,2012,"Krzyki"
"14870",3,68.2,7317,1930,"Fabryczna"
"14871",2,77.52,10200,NA,NA
"14872",2,67.07,10200,NA,NA
"14873",2,40.54,11800,NA,NA
"14874",3,65.74,11100,NA,NA
"14875",3,61.48,11100,NA,NA
"14876",4,86.94,10500,NA,NA
"14877",2,45.23,12100,NA,NA
"14878",3,67.42,11300,NA,NA
"14879",3,64.33,11200,NA,NA
"14880",2,96.34,5605,1992,"Krzyki"
"14881",2,33,6364,NA,"Krzyki"
"14882",3,110,7727,NA,"Krzyki"
"14883",2,60,9000,2008,"Stare Miasto"
"14884",3,105,5705,NA,"Krzyki"
"14885",3,96,12000,2007,"Stare Miasto"
"14886",3,95,10800,2014,"Stare Miasto"
"14887",3,71,12254,NA,"Stare Miasto"
"14888",4,118.6,18044,2013,"Stare Miasto"
"14889",3,80.53,6706,NA,"Stare Miasto"
"14890",3,66,8106,2008,"Stare Miasto"
"14891",4,160,6875,2009,"Śródmieście"
"14892",3,102,12255,NA,"Śródmieście"
"14893",6,198.96,3900,NA,"Krzyki"
"14894",2,65.52,4900,NA,"Fabryczna"
"14895",1,60.21,4900,NA,"Fabryczna"
"14896",1,60.21,4900,NA,"Fabryczna"
"14897",1,60.36,4900,NA,"Fabryczna"
"14898",4,89,6180,2009,"Krzyki"
"14899",1,75.38,4900,NA,"Fabryczna"
"14900",2,69.88,4900,NA,"Fabryczna"
"14901",2,69.85,4900,NA,"Fabryczna"
"14902",2,64.96,5200,NA,"Fabryczna"
"14903",2,47.93,5200,NA,"Fabryczna"
"14904",2,47.93,5200,NA,"Fabryczna"
"14905",2,48.26,5200,NA,"Fabryczna"
"14906",2,51,4294,1979,"Psie Pole"
"14907",4,80.55,6100,2015,"Śródmieście"
"14908",3,56.42,5950,2015,"Śródmieście"
"14909",2,42.8,6100,2015,"Śródmieście"
"14910",4,97,5464,1910,"Śródmieście"
"14911",4,92.46,4315,NA,"Śródmieście"
"14912",2,49.67,6376,2014,"Stare Miasto"
"14913",4,78,5244,NA,"Śródmieście"
"14914",2,38.4,5800,NA,NA
"14915",2,48,5104,NA,"Psie Pole"
"14916",2,53,6604,2003,"Krzyki"
"14917",4,86,6977,1960,"Stare Miasto"
"14918",2,107,5103,NA,"Krzyki"
"14919",7,200,4250,NA,"Krzyki"
"14920",3,76,12211,1935,"Stare Miasto"
"14921",3,134,8000,1935,"Śródmieście"
"14922",2,58,7759,2008,"Krzyki"
"14923",3,57,7474,2005,"Fabryczna"
"14924",3,58,6034,1977,"Psie Pole"
"14925",3,92.2,5412,1805,"Fabryczna"
"14926",2,45,8778,2003,"Fabryczna"
"14927",2,65.34,5357,NA,"Stare Miasto"
"14928",3,53,5283,NA,"Psie Pole"
"14929",4,67,5500,1977,"Śródmieście"
"14930",3,75,14000,NA,"Stare Miasto"
"14931",4,79.96,4990,2015,"Krzyki"
"14932",3,61.93,5652,2015,"Krzyki"
"14933",5,132,6818,NA,"Psie Pole"
"14934",2,62.51,9598,2011,"Stare Miasto"
"14935",3,58,5448,1985,"Fabryczna"
"14936",2,38,5316,1930,"Stare Miasto"
"14937",4,157,7000,1920,"Stare Miasto"
"14938",3,63,6587,2000,"Krzyki"
"14939",3,72.5,6207,2008,"Krzyki"
"14940",4,117.03,7600,2014,"Krzyki"
"14941",4,76.78,7500,2014,"Krzyki"
"14942",3,58.9,7300,2014,"Krzyki"
"14943",2,47.62,6699,NA,"Śródmieście"
"14944",2,67,7313,1930,"Stare Miasto"
"14945",2,54.18,6900,2014,"Krzyki"
"14946",5,104,6048,1993,"Fabryczna"
"14947",2,45,5533,2007,"Psie Pole"
"14948",4,88.88,6177,2006,"Krzyki"
"14949",3,73,6849,1970,"Stare Miasto"
"14950",2,44.96,5538,2007,"Psie Pole"
"14951",4,168,7500,1907,"Śródmieście"
"14952",3,72,4861,NA,"Psie Pole"
"14953",2,47,5617,1985,"Śródmieście"
"14954",2,44,6114,NA,"Śródmieście"
"14955",2,58,5862,2004,"Krzyki"
"14956",2,54,13333,2012,"Krzyki"
"14957",3,65,9215,2009,"Stare Miasto"
"14958",2,62,4435,1930,"Śródmieście"
"14959",2,74.6,6635,2006,"Krzyki"
"14960",1,26.05,7400,NA,"Fabryczna"
"14961",3,65.86,6553,NA,"Fabryczna"
"14962",4,62.7,6380,2011,"Fabryczna"
"14963",3,84,5536,2000,"Krzyki"
"14964",2,61,8197,1959,"Stare Miasto"
"14965",2,59,8458,2010,"Stare Miasto"
"14966",2,66.66,7351,1930,"Stare Miasto"
"14967",2,46.6,6925,NA,"Krzyki"
"14968",3,54.3,6525,NA,"Krzyki"
"14969",2,71.1,19691,NA,"Krzyki"
"14970",2,71.6,19553,NA,"Krzyki"
"14971",2,43.07,5805,2013,"Fabryczna"
"14972",3,77,6195,1930,"Psie Pole"
"14973",3,101.3,13820,NA,"Krzyki"
"14974",2,45,7778,1950,"Stare Miasto"
"14975",3,68,8015,1935,"Śródmieście"
"14976",3,77,4675,1930,"Stare Miasto"
"14977",4,168,7500,1907,"Śródmieście"
"14978",4,150,5300,1910,"Krzyki"
"14979",2,55.78,6095,1930,"Śródmieście"
"14980",3,90.9,8240,NA,"Śródmieście"
"14981",2,42,6667,1903,"Śródmieście"
"14982",2,50.74,8849,NA,"Stare Miasto"
"14983",2,50,7180,NA,"Krzyki"
"14984",5,112,5500,2005,"Fabryczna"
"14985",3,58,4828,NA,"Śródmieście"
"14986",2,54.82,4800,NA,"Fabryczna"
"14987",4,82.37,4600,NA,"Fabryczna"
"14988",4,82.19,4600,NA,"Fabryczna"
"14989",1,34,6471,2000,"Krzyki"
"14990",4,79.26,4600,NA,"Fabryczna"
"14991",3,76.45,4650,NA,"Fabryczna"
"14992",2,42,4381,1911,"Śródmieście"
"14993",2,64,5266,NA,"Krzyki"
"14994",2,54,7019,2007,"Krzyki"
"14995",4,112,8884,2010,"Krzyki"
"14996",4,125.05,13339,NA,"Stare Miasto"
"14997",3,60.47,5457,1930,"Śródmieście"
"14998",3,64,6172,NA,"Krzyki"
"14999",4,124,12903,2008,"Śródmieście"
"15000",2,48.1,6445,NA,NA
"15001",3,86.65,6347,1900,"Stare Miasto"
"15002",1,41,6829,2000,"Stare Miasto"
"15003",3,93,9677,NA,"Śródmieście"
"15004",2,38,9447,2009,"Krzyki"
"15005",2,58.37,6819,2000,"Stare Miasto"
"15006",3,68,5147,1993,"Śródmieście"
"15007",3,70,5643,2012,"Psie Pole"
"15008",4,87,5172,NA,"Krzyki"
"15009",4,110,7000,2009,"Śródmieście"
"15010",4,167,8383,1912,"Śródmieście"
"15011",4,90,7078,NA,"Stare Miasto"
"15012",4,72.2,4114,1983,"Psie Pole"
"15013",5,126,5159,2008,"Krzyki"
"15014",5,155.53,7200,NA,"Krzyki"
"15015",4,139.94,7200,NA,"Krzyki"
"15016",3,66,6030,2004,"Fabryczna"
"15017",1,57,19298,2014,"Krzyki"
"15018",4,113,4513,1920,"Krzyki"
"15019",4,132,10227,1991,"Krzyki"
"15020",3,102,5882,NA,"Śródmieście"
"15021",5,130.27,6755,2008,"Krzyki"
"15022",2,47,5532,1999,"Fabryczna"
"15023",2,57,4895,1964,"Fabryczna"
"15024",3,85,6412,1920,"Śródmieście"
"15025",4,115,4522,NA,"Fabryczna"
"15026",5,160,6219,1999,"Śródmieście"
"15027",4,76,6447,NA,"Psie Pole"
"15028",NA,59,6441,1935,"Stare Miasto"
"15029",4,82.1,5408,2010,"Krzyki"
"15030",2,50,7980,2014,"Stare Miasto"
"15031",3,68,8456,2011,"Krzyki"
"15032",2,56.34,6266,2005,"Krzyki"
"15033",1,33,6939,1991,"Krzyki"
"15034",3,55.5,5387,2000,"Fabryczna"
"15035",3,55,6855,2009,"Fabryczna"
"15036",3,60,9150,1960,"Stare Miasto"
"15037",3,60,5500,2013,"Krzyki"
"15038",3,74,6351,2008,"Krzyki"
"15039",2,53,7528,2009,"Krzyki"
"15040",5,148,9905,2013,"Śródmieście"
"15041",3,80,5250,2009,"Krzyki"
"15042",3,71.23,5756,1940,"Krzyki"
"15043",2,48.5,7425,2016,"Krzyki"
"15044",2,44.2,7250,2016,"Krzyki"
"15045",4,125.05,9996,2013,"Stare Miasto"
"15046",2,55,5018,2013,"Krzyki"
"15047",2,48,5167,2012,"Krzyki"
"15048",4,94.1,5526,1930,"Psie Pole"
"15049",4,94.1,5526,1930,"Śródmieście"
"15050",2,63,9206,1930,"Stare Miasto"
"15051",3,65,6092,2013,"Krzyki"
"15052",4,106.7,4217,2009,"Krzyki"
"15053",4,108,6204,2007,"Krzyki"
"15054",4,130,6462,2001,"Śródmieście"
"15055",3,90.3,4862,2009,"Krzyki"
"15056",2,50,6400,2006,"Krzyki"
"15057",2,49,6490,2005,"Krzyki"
"15058",3,64,6328,1980,"Krzyki"
"15059",4,142.6,3857,2009,"Krzyki"
"15060",3,78,6154,2000,"Fabryczna"
"15061",2,51,8824,1900,"Stare Miasto"
"15062",3,71,7028,1993,"Śródmieście"
"15063",2,47,6149,1970,"Śródmieście"
"15064",2,66,5758,NA,"Krzyki"
"15065",2,60,10000,2010,"Stare Miasto"
"15066",2,86,9291,NA,"Krzyki"
"15067",6,200,3995,NA,"Krzyki"
"15068",2,55,5636,NA,"Śródmieście"
"15069",4,51.78,6759,NA,"Stare Miasto"
"15070",4,82,7000,2010,"Krzyki"
"15071",11,120,83,NA,NA
"15072",2,45,5311,NA,"Śródmieście"
"15073",4,82.1,5408,2010,"Krzyki"
"15074",3,82.57,5571,2001,"Psie Pole"
"15075",3,74,4865,1938,"Śródmieście"
"15076",3,68,5868,2001,"Krzyki"
"15077",4,58.1,7831,1960,"Stare Miasto"
"15078",3,68,5735,2001,"Krzyki"
"15079",5,123.3,3966,NA,"Krzyki"
"15080",3,46,6848,NA,"Psie Pole"
"15081",6,200,3900,NA,"Krzyki"
"15082",2,72,10500,NA,"Stare Miasto"
"15083",3,54.1,4621,2007,NA
"15084",3,85.6,5724,1930,"Krzyki"
"15085",4,102.27,4742,2006,"Krzyki"
"15086",1,34.44,6365,NA,NA
"15087",4,79.33,5950,NA,NA
"15088",4,103.69,5960,1898,"Stare Miasto"
"15089",3,86,6512,1900,"Stare Miasto"
"15090",3,53,6283,2009,"Fabryczna"
"15091",2,47,6170,1970,"Śródmieście"
"15092",5,126,5548,2004,"Krzyki"
"15093",3,64,5141,1985,"Fabryczna"
"15094",4,84.4,4609,1986,"Fabryczna"
"15095",4,89,5112,2004,"Krzyki"
"15096",4,115,4435,1920,"Krzyki"
"15097",2,86,5337,NA,"Śródmieście"
"15098",3,70,5429,2004,"Krzyki"
"15099",3,72,7639,2000,"Stare Miasto"
"15100",3,65,7462,1997,"Śródmieście"
"15101",2,81,4926,1900,"Krzyki"
"15102",3,70,5357,2003,"Krzyki"
"15103",3,103,9029,NA,"Krzyki"
"15104",3,95.92,11468,2008,"Stare Miasto"
"15105",4,75.7,6063,1898,"Krzyki"
"15106",3,83,5241,2012,"Krzyki"
"15107",2,45,5222,1970,"Krzyki"
"15108",2,46,4457,1900,"Krzyki"
"15109",2,48,5438,1978,"Psie Pole"
"15110",5,300,6500,NA,"Śródmieście"
"15111",2,54.74,6376,1914,"Stare Miasto"
"15112",3,80.52,5775,2005,"Fabryczna"
"15113",2,49,7939,2013,"Stare Miasto"
"15114",3,70,6300,2008,"Fabryczna"
"15115",3,60,6333,NA,NA
"15116",3,74,5392,1935,"Krzyki"
"15117",4,86,4640,1993,"Fabryczna"
"15118",4,73.4,4905,1980,"Psie Pole"
"15119",NA,41.97,5112,NA,"Fabryczna"
"15120",NA,42.02,5713,NA,"Fabryczna"
"15121",2,47.62,5300,NA,"Fabryczna"
"15122",2,47.62,5300,NA,"Fabryczna"
"15123",2,47.62,5350,NA,"Fabryczna"
"15124",2,39.62,5100,NA,"Fabryczna"
"15125",3,59.9,5175,1960,"Fabryczna"
"15126",3,70.6,6018,1930,"Fabryczna"
"15127",2,50,8400,NA,"Śródmieście"
"15128",2,75,4267,1990,"Stare Miasto"
"15129",3,69.91,6008,NA,NA
"15130",3,98,9184,NA,"Krzyki"
"15131",3,87,5172,NA,"Krzyki"
"15132",2,54,4056,NA,"Krzyki"
"15133",3,60,5817,1994,"Śródmieście"
"15134",2,40,6425,NA,"Krzyki"
"15135",2,56,4982,NA,"Śródmieście"
"15136",4,73,4658,1990,"Psie Pole"
"15137",3,70,7857,NA,"Krzyki"
"15138",2,53,6585,1905,"Śródmieście"
"15139",3,50,5700,NA,"Stare Miasto"
"15140",3,93,4516,NA,"Krzyki"
"15141",3,60,5317,NA,"Krzyki"
"15142",2,51.5,5806,NA,"Krzyki"
"15143",4,104,6250,1935,"Śródmieście"
"15144",4,94.17,5352,2010,"Krzyki"
"15145",4,95,5526,1994,"Psie Pole"
"15146",2,52.05,4976,1910,"Śródmieście"
"15147",3,62,4515,1975,"Śródmieście"
"15148",2,41.86,5300,NA,"Fabryczna"
"15149",2,47.6,5500,NA,"Fabryczna"
"15150",2,47.6,5560,NA,"Fabryczna"
"15151",2,47.99,5300,NA,"Fabryczna"
"15152",2,57.9,6563,2000,"Krzyki"
"15153",3,65.25,8429,2008,"Śródmieście"
"15154",2,44,7205,2013,"Fabryczna"
"15155",3,82,4756,NA,"Fabryczna"
"15156",4,84.3,4211,1980,"Psie Pole"
"15157",3,70,5357,2005,"Krzyki"
"15158",4,77.78,8035,1850,"Stare Miasto"
"15159",2,48.23,6117,NA,"Śródmieście"
"15160",4,77,4792,1980,"Psie Pole"
"15161",3,79.15,4548,1930,"Krzyki"
"15162",3,70,4986,1932,"Śródmieście"
"15163",3,73,5877,1996,"Krzyki"
"15164",3,108,6944,2008,"Krzyki"
"15165",3,64.7,6631,1991,"Krzyki"
"15166",3,85,5871,1900,"Krzyki"
"15167",3,74,6351,2008,"Krzyki"
"15168",2,43.04,7900,NA,"Śródmieście"
"15169",3,50,7820,1970,"Stare Miasto"
"15170",3,111,5135,1930,"Śródmieście"
"15171",7,417,2638,1905,"Krzyki"
"15172",2,42,6071,2001,"Psie Pole"
"15173",4,72.2,5512,1981,"Psie Pole"
"15174",2,51,5392,1955,"Stare Miasto"
"15175",1,38,5500,2009,"Fabryczna"
"15176",2,53.9,10019,2008,"Stare Miasto"
"15177",2,75,5600,1930,"Śródmieście"
"15178",3,60.4,4801,1980,"Fabryczna"
"15179",4,139.94,7200,2010,"Krzyki"
"15180",4,125.05,7597,NA,"Stare Miasto"
"15181",2,53,16038,NA,"Stare Miasto"
"15182",2,79,4671,2004,"Krzyki"
"15183",3,67.9,5582,1993,"Stare Miasto"
"15184",2,49.67,5637,1920,"Krzyki"
"15185",2,75,4933,1910,"Krzyki"
"15186",6,118,4831,1910,"Krzyki"
"15187",1,27,7333,1975,"Fabryczna"
"15188",3,70,9000,1939,"Fabryczna"
"15189",2,46,6500,NA,"Psie Pole"
"15190",3,79,4937,1986,"Fabryczna"
"15191",3,74.13,6340,2006,"Krzyki"
"15192",2,39,8949,2009,"Krzyki"
"15193",2,48.27,8059,2012,"Śródmieście"
"15194",2,60,3417,1998,"Krzyki"
"15195",2,49,5286,NA,"Fabryczna"
"15196",3,90,4989,NA,"Krzyki"
"15197",3,97,4485,1989,"Psie Pole"
"15198",2,46,5413,NA,"Śródmieście"
"15199",3,52,6154,1936,"Psie Pole"
"15200",3,62,6452,2012,"Krzyki"
"15201",3,70,5643,2005,"Krzyki"
"15202",2,55,4345,NA,"Krzyki"
"15203",4,107,3393,NA,"Krzyki"
"15204",2,42,5929,1970,"Fabryczna"
"15205",4,100,6800,2007,"Fabryczna"
"15206",3,80,8000,1930,"Stare Miasto"
"15207",2,50,6900,2005,"Krzyki"
"15208",3,70,5643,2004,"Krzyki"
"15209",3,100,5200,NA,"Śródmieście"
"15210",2,75,4920,1904,"Śródmieście"
"15211",3,64,7344,1991,"Stare Miasto"
"15212",4,98.21,6435,NA,"Śródmieście"
"15213",4,91.82,6186,NA,"Śródmieście"
"15214",4,91.27,6541,NA,"Śródmieście"
"15215",4,89.82,6658,NA,"Śródmieście"
"15216",4,89.82,6658,NA,"Śródmieście"
"15217",3,87.73,6440,NA,"Śródmieście"
"15218",3,87.66,6822,NA,"Śródmieście"
"15219",3,84.64,6345,NA,"Śródmieście"
"15220",3,84.42,6716,NA,"Śródmieście"
"15221",3,84.42,6716,NA,"Śródmieście"
"15222",4,84.24,6588,NA,"Śródmieście"
"15223",3,75.45,7197,NA,"Śródmieście"
"15224",3,75.24,7257,NA,"Śródmieście"
"15225",3,75.13,7254,NA,"Śródmieście"
"15226",3,75.11,7096,NA,"Śródmieście"
"15227",3,74.92,7047,NA,"Śródmieście"
"15228",3,72.33,6940,NA,"Śródmieście"
"15229",3,72.22,7076,NA,"Śródmieście"
"15230",3,72.11,7086,NA,"Śródmieście"
"15231",3,71.08,6936,NA,"Śródmieście"
"15232",3,63.96,7208,NA,"Śródmieście"
"15233",3,63.93,6820,NA,"Śródmieście"
"15234",3,63.89,7200,NA,"Śródmieście"
"15235",2,56.06,7367,NA,"Śródmieście"
"15236",2,56.05,7511,NA,"Śródmieście"
"15237",3,55.97,7039,NA,"Śródmieście"
"15238",2,55.94,7508,NA,"Śródmieście"
"15239",3,55.78,7476,NA,"Śródmieście"
"15240",2,55.31,7467,NA,"Śródmieście"
"15241",3,55.16,7360,NA,"Śródmieście"
